Date,Team,H/A,Opponent,win_loss_result,Runs,Runs Allowed,Game Time,Day/Night,Attendance,Game Number,Year
2015-05-15,BAL,H,LAA,L,1,3,2:23,N,"35,470",33,2015
2015-05-16,BAL,H,LAA,L,1,6,2:28,N,"29,102",34,2015
2015-05-17,BAL,H,LAA,W,3,0,2:20,D,"41,733",35,2015
2015-05-19,BAL,H,SEA,W,9,4,2:42,N,"19,494",36,2015
2015-05-20,BAL,H,SEA,L,2,4,2:38,N,"21,710",37,2015
2015-05-21,BAL,H,SEA,W,5,4,3:30,D,"33,085",38,2015
2015-05-22,BAL,A,MIA,W,8,5,3:22,N,"19,977",39,2015
2015-05-23,BAL,A,MIA,L-wo,0,1,3:51,N,"21,356",40,2015
2015-05-24,BAL,A,MIA,L,2,5,3:00,D,"23,834",41,2015
2015-05-25,BAL,H,HOU,W,4,3,2:20,D,"28,909",42,2015
2015-05-26,BAL,H,HOU,L,1,4,2:50,N,"21,541",43,2015
2015-05-27,BAL,H,HOU,W,5,4,2:26,N,"16,401",44,2015
2015-05-28,BAL,H,CHW,L,2,3,2:51,D,,45,2015
2015-05-28,BAL,H,CHW,W,6,3,2:48,D,"18,441",46,2015
2015-05-29,BAL,H,TBR,W-wo,2,1,2:43,N,"45,505",47,2015
2015-05-30,BAL,H,TBR,L,0,3,2:09,D,"38,177",48,2015
2015-05-31,BAL,H,TBR,L,5,9,3:24,D,"36,945",49,2015
2015-06-01,BAL,A,HOU,L,2,5,2:45,N,"17,259",50,2015
2015-06-02,BAL,A,HOU,L,4,6,2:42,N,"18,730",51,2015
2015-06-03,BAL,A,HOU,L,1,3,2:14,N,"20,305",52,2015
2015-06-04,BAL,A,HOU,W,3,2,2:59,D,"20,219",53,2015
2015-06-05,BAL,A,CLE,W,5,2,2:48,N,"26,070",54,2015
2015-06-06,BAL,A,CLE,L,1,2,2:44,D,"24,939",55,2015
2015-06-07,BAL,A,CLE,W,7,3,3:33,D,"18,151",56,2015
2015-06-09,BAL,H,BOS,W,1,0,3:08,N,"28,460",57,2015
2015-06-10,BAL,H,BOS,W,5,2,2:36,N,"22,201",58,2015
2015-06-11,BAL,H,BOS,W,6,5,2:39,N,"22,840",59,2015
2015-06-12,BAL,H,NYY,W,11,3,3:18,N,"33,203",60,2015
2015-06-13,BAL,H,NYY,W,9,4,3:14,N,"38,909",61,2015
2015-06-14,BAL,H,NYY,L,3,5,3:29,D,"36,343",62,2015
2015-06-15,BAL,H,PHI,W,4,0,2:09,N,"23,730",63,2015
2015-06-16,BAL,H,PHI,W,19,3,3:11,N,"26,964",64,2015
2015-06-17,BAL,A,PHI,W,6,4,2:34,N,"26,162",65,2015
2015-06-18,BAL,A,PHI,L,1,2,2:32,D,"26,220",66,2015
2015-06-19,BAL,A,TOR,L,4,5,3:07,N,"32,322",67,2015
2015-06-20,BAL,A,TOR,W,5,3,2:56,D,"46,018",68,2015
2015-06-21,BAL,A,TOR,W,13,9,3:44,D,"46,092",69,2015
2015-06-23,BAL,A,BOS,W,6,4,3:08,N,"36,508",70,2015
2015-06-24,BAL,A,BOS,L,1,5,2:38,N,"37,762",71,2015
2015-06-25,BAL,A,BOS,W,8,6,3:06,D,"37,706",72,2015
2015-06-26,BAL,H,CLE,W,4,3,2:47,N,"31,112",73,2015
2015-06-28,BAL,H,CLE,W,4,0,2:21,D,"45,675",74,2015
2015-06-28,BAL,H,CLE,W,8,0,2:46,N,"40,006",75,2015
2015-06-29,BAL,H,TEX,L,1,8,3:11,N,"21,565",76,2015
2015-06-30,BAL,H,TEX,L,6,8,2:44,N,"27,370",77,2015
2015-07-01,BAL,H,TEX,W,4,2,2:18,N,"23,019",78,2015
2015-07-02,BAL,H,TEX,L,0,2,2:55,N,"31,915",79,2015
2015-07-03,BAL,A,CHW,L,0,1,2:23,N,"27,384",80,2015
2015-07-04,BAL,A,CHW,L,2,3,2:53,D,"22,559",81,2015
2015-07-05,BAL,A,CHW,W,9,1,3:13,D,"22,519",82,2015
2015-07-06,BAL,A,MIN,L-wo,2,4,2:49,N,"23,213",83,2015
2015-07-07,BAL,A,MIN,L,3,8,2:48,N,"25,091",84,2015
2015-07-08,BAL,A,MIN,L,3,5,2:59,D,"29,289",85,2015
2015-07-10,BAL,H,WSN,W-wo,3,2,3:12,N,"46,289",86,2015
2015-07-11,BAL,H,WSN,L,4,7,3:05,N,"44,495",87,2015
2015-07-12,BAL,H,WSN,L,2,3,2:21,D,"46,247",88,2015
2015-07-17,BAL,A,DET,L,3,7,2:55,N,"36,378",89,2015
2015-07-18,BAL,A,DET,W,3,0,2:57,N,"40,033",90,2015
2015-07-19,BAL,A,DET,W,9,3,3:30,D,"39,978",91,2015
2015-07-21,BAL,A,NYY,L,2,3,2:48,N,"37,993",92,2015
2015-07-22,BAL,A,NYY,L,3,4,2:33,N,"43,887",93,2015
2015-07-23,BAL,A,NYY,L,3,9,2:40,D,"46,875",94,2015
2015-07-24,BAL,A,TBR,L,1,3,2:55,N,"17,838",95,2015
2015-07-25,BAL,A,TBR,W,5,1,2:21,N,"24,327",96,2015
2015-07-26,BAL,A,TBR,W,5,2,2:43,D,"18,613",97,2015
2015-07-27,BAL,H,ATL,W-wo,2,1,3:20,N,"26,256",98,2015
2015-07-28,BAL,H,ATL,W,7,3,2:53,N,"28,592",99,2015
2015-07-29,BAL,H,ATL,W,2,0,2:15,N,"29,328",100,2015
2015-07-30,BAL,H,DET,L,8,9,3:36,N,"30,136",101,2015
2015-07-31,BAL,H,DET,W,8,7,3:30,N,"36,985",102,2015
2015-08-01,BAL,H,DET,W,6,2,2:36,N,"45,968",103,2015
2015-08-02,BAL,H,DET,L,1,6,2:32,D,"33,381",104,2015
2015-08-03,BAL,A,OAK,W,9,2,2:47,N,"11,476",105,2015
2015-08-04,BAL,A,OAK,L,0,5,2:51,N,"16,328",106,2015
2015-08-05,BAL,A,OAK,W,7,3,3:33,D,"20,176",107,2015
2015-08-07,BAL,A,LAA,L,4,8,2:58,N,"42,578",108,2015
2015-08-08,BAL,A,LAA,W,5,0,2:55,N,"43,041",109,2015
2015-08-09,BAL,A,LAA,L-wo,4,5,4:03,D,"37,154",110,2015
2015-08-10,BAL,A,SEA,W,3,2,2:36,N,"20,839",111,2015
2015-08-11,BAL,A,SEA,L-wo,5,6,3:29,N,"24,863",112,2015
2015-08-12,BAL,A,SEA,L,0,3,2:29,D,"25,661",113,2015
2015-08-14,BAL,H,OAK,W-wo,8,6,4:27,N,"36,784",114,2015
2015-08-15,BAL,H,OAK,W-wo,4,3,2:25,N,"44,028",115,2015
2015-08-16,BAL,H,OAK,W,18,2,3:09,D,"28,228",116,2015
2015-08-17,BAL,H,OAK,W,4,2,2:35,N,"22,766",117,2015
2015-08-18,BAL,H,NYM,L,3,5,2:59,N,"34,068",118,2015
2015-08-19,BAL,H,NYM,W-wo,5,4,3:01,N,"36,165",119,2015
2015-08-20,BAL,H,MIN,L,2,15,2:51,N,"20,109",120,2015
2015-08-21,BAL,H,MIN,L,3,4,3:06,N,"32,025",121,2015
2015-08-22,BAL,H,MIN,L,2,3,3:01,N,"35,301",122,2015
2015-08-23,BAL,H,MIN,L,3,4,4:24,D,"35,144",123,2015
2015-08-24,BAL,A,KCR,L,3,8,2:18,N,"27,797",124,2015
2015-08-25,BAL,A,KCR,L,2,3,2:57,N,"29,734",125,2015
2015-08-26,BAL,A,KCR,W,8,5,2:47,N,"33,003",126,2015
2015-08-27,BAL,A,KCR,L,3,5,2:46,D,"31,155",127,2015
2015-08-28,BAL,A,TEX,L,1,4,2:23,N,"28,337",128,2015
2015-08-29,BAL,A,TEX,L,3,4,2:33,N,"29,768",129,2015
2015-08-30,BAL,A,TEX,L,0,6,2:41,D,"22,256",130,2015
2015-08-31,BAL,H,TBR,L,3,6,3:03,N,"19,841",131,2015
2015-09-01,BAL,H,TBR,L,2,11,3:01,N,"22,987",132,2015
2015-09-02,BAL,H,TBR,W-wo,7,6,3:36,N,"15,963",133,2015
2015-09-04,BAL,A,TOR,W,10,2,2:56,N,"46,201",134,2015
2015-09-05,BAL,A,TOR,L,1,5,2:42,D,"46,373",135,2015
2015-09-06,BAL,A,TOR,L,4,10,3:22,D,"46,136",136,2015
2015-09-07,BAL,A,NYY,L,6,8,3:10,D,"31,039",137,2015
2015-09-08,BAL,A,NYY,W,2,1,2:58,N,"30,785",138,2015
2015-09-09,BAL,A,NYY,W,5,3,3:01,N,"30,038",139,2015
2015-09-11,BAL,H,KCR,W,14,8,3:59,N,"45,420",140,2015
2015-09-12,BAL,H,KCR,L,6,14,3:40,D,"35,439",141,2015
2015-09-13,BAL,H,KCR,W,8,2,2:37,N,"22,496",142,2015
2015-09-14,BAL,H,BOS,W,2,0,2:56,N,"19,666",143,2015
2015-09-15,BAL,H,BOS,W-wo,6,5,4:20,N,"21,260",144,2015
2015-09-16,BAL,H,BOS,L,1,10,2:51,N,"22,642",145,2015
2015-09-17,BAL,A,TBR,W,4,3,2:56,N,"9,617",146,2015
2015-09-18,BAL,A,TBR,L,6,8,2:51,N,"10,697",147,2015
2015-09-19,BAL,A,TBR,W,2,1,2:29,N,"17,053",148,2015
2015-09-20,BAL,A,TBR,L-wo,6,7,3:18,D,"17,801",149,2015
2015-09-22,BAL,A,WSN,W,4,1,2:51,N,"27,338",150,2015
2015-09-23,BAL,A,WSN,W,4,3,3:03,N,"27,991",151,2015
2015-09-24,BAL,A,WSN,W,5,4,3:05,D,"28,456",152,2015
2015-09-25,BAL,A,BOS,L,0,7,2:42,N,"32,411",153,2015
2015-09-26,BAL,A,BOS,L,0,8,2:56,D,"36,316",154,2015
2015-09-27,BAL,A,BOS,L,0,2,2:28,D,"33,306",155,2015
2015-09-28,BAL,H,TOR,L,3,4,2:36,N,"19,093",156,2015
2015-09-30,BAL,H,TOR,L,2,15,3:17,D,,157,2015
2015-09-30,BAL,H,TOR,W,8,1,2:23,N,"26,330",158,2015
2015-10-01,BAL,H,TOR,W,6,4,3:12,D,"18,257",159,2015
2015-10-03,BAL,H,NYY,W,9,2,3:15,D,"29,227",160,2015
2015-10-03,BAL,H,NYY,W,4,3,2:31,N,"35,198",161,2015
2015-10-04,BAL,H,NYY,W,9,4,3:39,D,"33,224",162,2015
2015-04-06,BOS,A,PHI,W,8,0,3:01,D,"45,549",1,2015
2015-04-08,BOS,A,PHI,L,2,4,2:54,N,"26,465",2,2015
2015-04-09,BOS,A,PHI,W,6,2,3:08,N,"23,418",3,2015
2015-04-10,BOS,A,NYY,W,6,5,6:49,N,"41,292",4,2015
2015-04-11,BOS,A,NYY,W,8,4,3:13,D,"46,678",5,2015
2015-04-12,BOS,A,NYY,L,4,14,3:24,N,"43,019",6,2015
2015-04-13,BOS,H,WSN,W,9,4,3:01,D,"37,203",7,2015
2015-04-14,BOS,H,WSN,W,8,7,3:23,N,"35,258",8,2015
2015-04-15,BOS,H,WSN,L,5,10,3:08,D,"33,493",9,2015
2015-04-17,BOS,H,BAL,W-wo,3,2,3:13,N,"34,341",10,2015
2015-04-18,BOS,H,BAL,L,1,4,3:24,D,"37,655",11,2015
2015-04-19,BOS,H,BAL,L,3,8,3:14,D,"37,761",12,2015
2015-04-20,BOS,H,BAL,W,7,1,2:21,D,"36,829",13,2015
2015-04-21,BOS,A,TBR,W,1,0,2:48,N,"14,307",14,2015
2015-04-22,BOS,A,TBR,L,5,7,3:10,N,"12,733",15,2015
2015-04-23,BOS,A,TBR,L-wo,1,2,3:00,N,"13,834",16,2015
2015-04-24,BOS,A,BAL,W,7,5,3:29,N,"37,359",17,2015
2015-04-25,BOS,A,BAL,L-wo,4,5,2:57,N,"36,757",18,2015
2015-04-26,BOS,A,BAL,L,7,18,3:13,D,"43,802",19,2015
2015-04-27,BOS,H,TOR,W-wo,6,5,2:48,N,"34,739",20,2015
2015-04-28,BOS,H,TOR,L,8,11,4:01,N,"33,920",21,2015
2015-04-29,BOS,H,TOR,W,4,1,2:43,N,"34,220",22,2015
2015-05-01,BOS,H,NYY,L,2,3,3:14,N,"35,444",23,2015
2015-05-02,BOS,H,NYY,L,2,4,2:44,D,"36,611",24,2015
2015-05-03,BOS,H,NYY,L,5,8,3:52,N,"33,198",25,2015
2015-05-04,BOS,H,TBR,L,1,5,3:10,N,"34,541",26,2015
2015-05-05,BOS,H,TBR,W,2,0,2:26,N,"33,688",27,2015
2015-05-06,BOS,H,TBR,L,3,5,3:22,N,"35,060",28,2015
2015-05-08,BOS,A,TOR,L,0,7,2:41,N,"30,430",29,2015
2015-05-09,BOS,A,TOR,L,1,7,3:12,D,"42,917",30,2015
2015-05-10,BOS,A,TOR,W,6,3,2:38,D,"42,419",31,2015
2015-05-11,BOS,A,OAK,W,5,4,3:57,N,"19,743",32,2015
2015-05-12,BOS,A,OAK,L,2,9,2:32,N,"24,605",33,2015
2015-05-13,BOS,A,OAK,W,2,0,2:33,D,"22,389",34,2015
2015-05-14,BOS,A,SEA,W,2,1,2:53,N,"20,172",35,2015
2015-05-15,BOS,A,SEA,L-wo,1,2,2:32,N,"39,477",36,2015
2015-05-16,BOS,A,SEA,W,4,2,2:48,N,"45,055",37,2015
2015-05-17,BOS,A,SEA,L,0,5,2:31,D,"39,936",38,2015
2015-05-19,BOS,H,TEX,W,4,3,2:50,N,"36,580",39,2015
2015-05-20,BOS,H,TEX,L,1,2,3:13,N,"35,726",40,2015
2015-05-21,BOS,H,TEX,L,1,3,2:49,N,"34,945",41,2015
2015-05-22,BOS,H,LAA,L,5,12,3:35,N,"36,150",42,2015
2015-05-23,BOS,H,LAA,W,8,3,3:09,N,"37,735",43,2015
2015-05-24,BOS,H,LAA,W,6,1,2:37,D,"37,742",44,2015
2015-05-25,BOS,A,MIN,L,2,7,2:52,D,"29,472",45,2015
2015-05-26,BOS,A,MIN,L,1,2,2:36,N,"23,268",46,2015
2015-05-27,BOS,A,MIN,L,4,6,2:29,D,"30,027",47,2015
2015-05-28,BOS,A,TEX,W,5,1,2:49,N,"34,085",48,2015
2015-05-29,BOS,A,TEX,L,4,7,2:59,N,"38,176",49,2015
2015-05-30,BOS,A,TEX,L,0,8,2:49,N,"42,831",50,2015
2015-05-31,BOS,A,TEX,L-wo,3,4,3:16,D,"32,848",51,2015
2015-06-02,BOS,H,MIN,W,1,0,2:21,N,"32,622",52,2015
2015-06-03,BOS,H,MIN,W,6,3,2:33,D,"31,704",53,2015
2015-06-03,BOS,H,MIN,L,0,2,2:15,N,"33,291",54,2015
2015-06-04,BOS,H,MIN,L,4,8,3:12,D,"33,615",55,2015
2015-06-05,BOS,H,OAK,W,4,2,2:31,N,"34,910",56,2015
2015-06-06,BOS,H,OAK,W,4,2,3:10,D,"36,713",57,2015
2015-06-07,BOS,H,OAK,W,7,4,3:11,D,"36,913",58,2015
2015-06-09,BOS,A,BAL,L,0,1,3:08,N,"28,460",59,2015
2015-06-10,BOS,A,BAL,L,2,5,2:36,N,"22,201",60,2015
2015-06-11,BOS,A,BAL,L,5,6,2:39,N,"22,840",61,2015
2015-06-12,BOS,H,TOR,L,10,13,3:24,N,"37,575",62,2015
2015-06-13,BOS,H,TOR,L,4,5,3:26,D,"37,158",63,2015
2015-06-14,BOS,H,TOR,L,5,13,3:12,D,"36,296",64,2015
2015-06-15,BOS,H,ATL,L,2,4,2:54,N,"34,439",65,2015
2015-06-16,BOS,H,ATL,W,9,4,2:38,D,"35,662",66,2015
2015-06-17,BOS,A,ATL,L,2,5,3:09,N,"28,982",67,2015
2015-06-18,BOS,A,ATL,W,5,2,3:04,N,"31,783",68,2015
2015-06-19,BOS,A,KCR,W,7,3,2:57,N,"38,190",69,2015
2015-06-20,BOS,A,KCR,L,4,7,3:09,N,"39,115",70,2015
2015-06-21,BOS,A,KCR,W,13,2,2:58,D,"37,975",71,2015
2015-06-23,BOS,H,BAL,L,4,6,3:08,N,"36,508",72,2015
2015-06-24,BOS,H,BAL,W,5,1,2:38,N,"37,762",73,2015
2015-06-25,BOS,H,BAL,L,6,8,3:06,D,"37,706",74,2015
2015-06-26,BOS,A,TBR,W,4,3,3:23,N,"17,508",75,2015
2015-06-27,BOS,A,TBR,L,1,4,2:21,D,"23,876",76,2015
2015-06-28,BOS,A,TBR,W,5,3,3:02,D,"21,963",77,2015
2015-06-29,BOS,A,TOR,W,3,1,2:26,N,"27,107",78,2015
2015-06-30,BOS,A,TOR,W,4,3,3:04,N,"28,942",79,2015
2015-07-01,BOS,A,TOR,L,2,11,2:19,D,"45,392",80,2015
2015-07-02,BOS,A,TOR,W,12,6,3:34,N,"29,758",81,2015
2015-07-03,BOS,H,HOU,L,8,12,4:23,N,"37,837",82,2015
2015-07-04,BOS,H,HOU,W,6,1,3:02,D,"36,703",83,2015
2015-07-05,BOS,H,HOU,W,5,4,4:01,D,"36,481",84,2015
2015-07-07,BOS,H,MIA,W,4,3,2:44,N,"36,863",85,2015
2015-07-08,BOS,H,MIA,W,6,3,2:41,N,"37,009",86,2015
2015-07-10,BOS,H,NYY,L,1,5,3:03,N,"37,984",87,2015
2015-07-11,BOS,H,NYY,W,5,3,3:10,N,"38,047",88,2015
2015-07-12,BOS,H,NYY,L,6,8,3:36,D,"37,283",89,2015
2015-07-17,BOS,A,LAA,L-wo,0,1,2:24,N,"43,234",90,2015
2015-07-18,BOS,A,LAA,L,0,3,2:37,N,"43,631",91,2015
2015-07-20,BOS,A,LAA,L,1,11,3:05,D,"42,503",92,2015
2015-07-20,BOS,A,LAA,L,3,7,2:34,N,"38,042",93,2015
2015-07-21,BOS,A,HOU,L,3,8,3:01,N,"26,913",94,2015
2015-07-22,BOS,A,HOU,L,2,4,2:44,N,"31,104",95,2015
2015-07-23,BOS,A,HOU,L-wo,4,5,3:31,N,"30,748",96,2015
2015-07-24,BOS,H,DET,W-wo,2,1,3:42,N,"37,650",97,2015
2015-07-25,BOS,H,DET,L,1,5,2:57,D,"37,256",98,2015
2015-07-26,BOS,H,DET,W,11,1,3:14,N,"35,582",99,2015
2015-07-27,BOS,H,CHW,L,8,10,3:54,N,"37,401",100,2015
2015-07-28,BOS,H,CHW,L,4,9,2:39,N,"38,063",101,2015
2015-07-29,BOS,H,CHW,L,2,9,3:42,N,"37,104",102,2015
2015-07-30,BOS,H,CHW,W,8,2,2:40,N,"36,215",103,2015
2015-07-31,BOS,H,TBR,W,7,5,3:13,N,"36,715",104,2015
2015-08-01,BOS,H,TBR,W,11,7,3:39,D,"35,944",105,2015
2015-08-02,BOS,H,TBR,L,3,4,3:10,D,"35,699",106,2015
2015-08-04,BOS,A,NYY,L,3,13,3:26,N,"48,522",107,2015
2015-08-05,BOS,A,NYY,W,2,1,2:51,N,"47,489",108,2015
2015-08-06,BOS,A,NYY,L,1,2,2:54,N,"48,608",109,2015
2015-08-07,BOS,A,DET,W,7,2,3:30,N,"38,132",110,2015
2015-08-08,BOS,A,DET,L,6,7,3:11,N,"42,098",111,2015
2015-08-09,BOS,A,DET,W,7,2,3:22,D,"38,766",112,2015
2015-08-11,BOS,A,MIA,L-wo,4,5,3:30,N,"31,951",113,2015
2015-08-12,BOS,A,MIA,L,6,14,3:07,D,"26,041",114,2015
2015-08-14,BOS,H,SEA,W,15,1,3:30,N,"37,678",115,2015
2015-08-15,BOS,H,SEA,W,22,10,3:21,D,"36,027",116,2015
2015-08-16,BOS,H,SEA,L,8,10,4:24,D,"35,260",117,2015
2015-08-17,BOS,H,CLE,L,2,8,3:12,N,"32,701",118,2015
2015-08-18,BOS,H,CLE,W,9,1,2:56,N,"31,907",119,2015
2015-08-19,BOS,H,CLE,W,6,4,3:09,N,"32,465",120,2015
2015-08-20,BOS,H,KCR,W,4,1,2:49,N,"35,458",121,2015
2015-08-21,BOS,H,KCR,W,7,2,2:31,N,"35,203",122,2015
2015-08-22,BOS,H,KCR,L,3,6,3:29,N,"37,135",123,2015
2015-08-23,BOS,H,KCR,L,6,8,3:40,D,"36,151",124,2015
2015-08-24,BOS,A,CHW,W,5,4,3:10,N,"18,051",125,2015
2015-08-25,BOS,A,CHW,L,4,5,3:00,N,"14,393",126,2015
2015-08-26,BOS,A,CHW,W,3,0,2:31,N,"17,812",127,2015
2015-08-28,BOS,A,NYM,W,6,4,3:59,N,"39,401",128,2015
2015-08-29,BOS,A,NYM,W,3,1,2:51,D,"43,255",129,2015
2015-08-30,BOS,A,NYM,L,4,5,2:56,D,"38,938",130,2015
2015-08-31,BOS,H,NYY,W,4,3,3:44,N,"36,148",131,2015
2015-09-01,BOS,H,NYY,L,1,3,2:41,N,"35,077",132,2015
2015-09-02,BOS,H,NYY,L,8,13,3:33,D,"34,416",133,2015
2015-09-04,BOS,H,PHI,W,7,5,3:22,N,"33,674",134,2015
2015-09-05,BOS,H,PHI,W,9,2,2:24,D,"36,534",135,2015
2015-09-06,BOS,H,PHI,W,6,2,2:57,D,"34,708",136,2015
2015-09-07,BOS,H,TOR,W,11,4,2:48,D,"33,659",137,2015
2015-09-08,BOS,H,TOR,L,1,5,3:23,N,"33,432",138,2015
2015-09-09,BOS,H,TOR,W,10,4,3:31,N,"34,464",139,2015
2015-09-11,BOS,A,TBR,L,4,8,3:26,N,"14,796",140,2015
2015-09-12,BOS,A,TBR,W,10,4,2:56,N,"20,698",141,2015
2015-09-13,BOS,A,TBR,W,2,0,4:05,D,"15,402",142,2015
2015-09-14,BOS,A,BAL,L,0,2,2:56,N,"19,666",143,2015
2015-09-15,BOS,A,BAL,L-wo,5,6,4:20,N,"21,260",144,2015
2015-09-16,BOS,A,BAL,W,10,1,2:51,N,"22,642",145,2015
2015-09-18,BOS,A,TOR,L,1,6,2:32,N,"47,126",146,2015
2015-09-19,BOS,A,TOR,W,7,6,3:08,D,"47,415",147,2015
2015-09-20,BOS,A,TOR,W,4,3,2:51,D,"46,743",148,2015
2015-09-21,BOS,H,TBR,W,8,7,3:47,N,"33,673",149,2015
2015-09-22,BOS,H,TBR,L,2,5,2:43,N,"33,673",150,2015
2015-09-23,BOS,H,TBR,L,2,6,3:30,N,"32,753",151,2015
2015-09-24,BOS,H,TBR,L,2,4,2:39,N,"34,916",152,2015
2015-09-25,BOS,H,BAL,W,7,0,2:42,N,"32,411",153,2015
2015-09-26,BOS,H,BAL,W,8,0,2:56,D,"36,316",154,2015
2015-09-27,BOS,H,BAL,W,2,0,2:28,D,"33,306",155,2015
2015-09-28,BOS,A,NYY,W,5,1,2:56,N,"39,476",156,2015
2015-09-29,BOS,A,NYY,W,10,4,2:57,N,"38,512",157,2015
2015-09-30,BOS,A,NYY,W,9,5,4:10,N,"39,328",158,2015
2015-10-01,BOS,A,NYY,L,1,4,3:10,N,"40,033",159,2015
2015-10-02,BOS,A,CLE,L,2,8,3:00,N,"28,273",160,2015
2015-10-03,BOS,A,CLE,L,0,2,2:41,N,"17,342",161,2015
2015-10-04,BOS,A,CLE,L,1,3,2:46,D,"17,844",162,2015
2015-04-05,CHC,H,STL,L,0,3,3:04,N,"35,055",1,2015
2015-04-08,CHC,H,STL,W,2,0,2:23,D,"26,814",2,2015
2015-04-10,CHC,A,COL,L,1,5,3:01,D,"49,303",3,2015
2015-04-11,CHC,A,COL,W,9,5,3:19,N,"43,812",4,2015
2015-04-12,CHC,A,COL,W,6,5,3:05,D,"41,363",5,2015
2015-04-13,CHC,H,CIN,W-wo,7,6,3:02,N,"26,390",6,2015
2015-04-14,CHC,H,CIN,L,2,3,2:45,N,"27,525",7,2015
2015-04-15,CHC,H,CIN,W,5,0,2:39,N,"29,205",8,2015
2015-04-17,CHC,H,SDP,L,4,5,2:57,D,"32,138",9,2015
2015-04-18,CHC,H,SDP,W-wo,7,6,3:49,D,"33,958",10,2015
2015-04-19,CHC,H,SDP,L,2,5,2:51,D,"29,113",11,2015
2015-04-20,CHC,A,PIT,W,5,2,3:13,N,"11,777",12,2015
2015-04-21,CHC,A,PIT,W,9,8,3:18,N,"13,680",13,2015
2015-04-22,CHC,A,PIT,L,3,4,3:04,N,"15,101",14,2015
2015-04-23,CHC,A,PIT,L,4,5,3:06,D,"22,224",15,2015
2015-04-24,CHC,A,CIN,W,7,3,3:48,N,"39,891",16,2015
2015-04-26,CHC,A,CIN,W,5,2,2:46,D,"38,954",17,2015
2015-04-27,CHC,H,PIT,W,4,0,2:20,N,"29,159",18,2015
2015-04-28,CHC,H,PIT,W,6,2,2:51,N,"29,915",19,2015
2015-04-29,CHC,H,PIT,L,1,8,3:04,N,"30,634",20,2015
2015-05-01,CHC,H,MIL,W,1,0,2:39,D,"31,128",21,2015
2015-05-02,CHC,H,MIL,L,1,6,3:05,D,"34,878",22,2015
2015-05-03,CHC,H,MIL,L,3,5,3:01,D,"33,398",23,2015
2015-05-04,CHC,A,STL,L,9,10,3:39,N,"41,981",24,2015
2015-05-05,CHC,A,STL,L,4,7,3:13,N,"41,613",25,2015
2015-05-06,CHC,A,STL,W,6,5,2:56,N,"42,207",26,2015
2015-05-07,CHC,A,STL,L,1,5,2:53,D,"44,472",27,2015
2015-05-08,CHC,A,MIL,W,7,6,3:03,N,"38,283",28,2015
2015-05-09,CHC,A,MIL,L,4,12,3:03,N,"39,600",29,2015
2015-05-10,CHC,A,MIL,L-wo,2,3,3:26,D,"41,467",30,2015
2015-05-11,CHC,H,NYM,W,4,3,2:56,N,"32,980",31,2015
2015-05-12,CHC,H,NYM,W,6,1,2:55,N,"31,542",32,2015
2015-05-13,CHC,H,NYM,W-wo,2,1,2:37,N,"33,709",33,2015
2015-05-14,CHC,H,NYM,W,6,5,2:49,D,"31,496",34,2015
2015-05-15,CHC,H,PIT,W-wo,11,10,5:01,D,"33,617",35,2015
2015-05-16,CHC,H,PIT,W,4,1,3:05,D,"38,883",36,2015
2015-05-17,CHC,H,PIT,L,0,3,3:07,D,"36,289",37,2015
2015-05-19,CHC,A,SDP,L,3,4,2:47,N,"25,917",38,2015
2015-05-20,CHC,A,SDP,W,3,2,2:57,N,"25,028",39,2015
2015-05-21,CHC,A,SDP,W,3,0,2:08,N,"30,021",40,2015
2015-05-22,CHC,A,ARI,L-wo,4,5,4:27,N,"34,498",41,2015
2015-05-23,CHC,A,ARI,W,9,6,3:14,N,"30,502",42,2015
2015-05-24,CHC,A,ARI,L,3,4,2:31,D,"39,660",43,2015
2015-05-25,CHC,H,WSN,L,1,2,2:39,D,"38,463",44,2015
2015-05-26,CHC,H,WSN,W-wo,3,2,2:33,N,"30,440",45,2015
2015-05-27,CHC,H,WSN,L,0,3,3:00,N,"34,215",46,2015
2015-05-29,CHC,H,KCR,L,4,8,3:09,D,"34,273",47,2015
2015-05-31,CHC,H,KCR,W-wo,2,1,3:39,D,"37,766",48,2015
2015-06-01,CHC,A,MIA,W,5,1,2:45,N,"20,964",49,2015
2015-06-02,CHC,A,MIA,L,2,5,2:33,N,"23,789",50,2015
2015-06-03,CHC,A,MIA,L,3,7,2:56,N,"22,962",51,2015
2015-06-04,CHC,A,WSN,W,2,1,3:16,N,"35,465",52,2015
2015-06-05,CHC,A,WSN,L,5,7,2:58,N,"36,124",53,2015
2015-06-06,CHC,A,WSN,W,4,2,2:52,D,"38,214",54,2015
2015-06-07,CHC,A,WSN,W,6,3,3:12,D,"40,939",55,2015
2015-06-09,CHC,A,DET,L,0,6,2:53,N,"33,301",56,2015
2015-06-10,CHC,A,DET,W,12,3,3:18,N,"33,397",57,2015
2015-06-11,CHC,H,CIN,W,6,3,2:58,N,"35,031",58,2015
2015-06-12,CHC,H,CIN,L,4,5,3:21,D,"40,016",59,2015
2015-06-13,CHC,H,CIN,W-wo,4,3,2:39,N,"40,693",60,2015
2015-06-14,CHC,H,CIN,W-wo,2,1,3:54,N,"33,201",61,2015
2015-06-16,CHC,H,CLE,L,0,6,3:08,N,"35,914",62,2015
2015-06-17,CHC,A,CLE,W,17,0,3:06,N,"15,572",63,2015
